img_path,label_path
./mr_train/images/mr000000.npy,./mr_train/labels/mr000000.npy
./mr_train/images/mr000001.npy,./mr_train/labels/mr000001.npy
./mr_train/images/mr000002.npy,./mr_train/labels/mr000002.npy
./mr_train/images/mr000003.npy,./mr_train/labels/mr000003.npy
./mr_train/images/mr000004.npy,./mr_train/labels/mr000004.npy
./mr_train/images/mr000005.npy,./mr_train/labels/mr000005.npy
./mr_train/images/mr000007.npy,./mr_train/labels/mr000007.npy
./mr_train/images/mr000011.npy,./mr_train/labels/mr000011.npy
./mr_train/images/mr000012.npy,./mr_train/labels/mr000012.npy
./mr_train/images/mr000013.npy,./mr_train/labels/mr000013.npy
./mr_train/images/mr000015.npy,./mr_train/labels/mr000015.npy
./mr_train/images/mr000017.npy,./mr_train/labels/mr000017.npy
./mr_train/images/mr000020.npy,./mr_train/labels/mr000020.npy
./mr_train/images/mr000021.npy,./mr_train/labels/mr000021.npy
./mr_train/images/mr000022.npy,./mr_train/labels/mr000022.npy
./mr_train/images/mr000023.npy,./mr_train/labels/mr000023.npy
./mr_train/images/mr000024.npy,./mr_train/labels/mr000024.npy
./mr_train/images/mr000025.npy,./mr_train/labels/mr000025.npy
./mr_train/images/mr000027.npy,./mr_train/labels/mr000027.npy
./mr_train/images/mr000031.npy,./mr_train/labels/mr000031.npy
./mr_train/images/mr000032.npy,./mr_train/labels/mr000032.npy
./mr_train/images/mr000034.npy,./mr_train/labels/mr000034.npy
./mr_train/images/mr000037.npy,./mr_train/labels/mr000037.npy
./mr_train/images/mr000038.npy,./mr_train/labels/mr000038.npy
./mr_train/images/mr000039.npy,./mr_train/labels/mr000039.npy
./mr_train/images/mr000040.npy,./mr_train/labels/mr000040.npy
./mr_train/images/mr000042.npy,./mr_train/labels/mr000042.npy
./mr_train/images/mr000043.npy,./mr_train/labels/mr000043.npy
./mr_train/images/mr000046.npy,./mr_train/labels/mr000046.npy
./mr_train/images/mr000047.npy,./mr_train/labels/mr000047.npy
./mr_train/images/mr000049.npy,./mr_train/labels/mr000049.npy
./mr_train/images/mr000051.npy,./mr_train/labels/mr000051.npy
./mr_train/images/mr000052.npy,./mr_train/labels/mr000052.npy
./mr_train/images/mr000053.npy,./mr_train/labels/mr000053.npy
./mr_train/images/mr000055.npy,./mr_train/labels/mr000055.npy
./mr_train/images/mr000058.npy,./mr_train/labels/mr000058.npy
./mr_train/images/mr000059.npy,./mr_train/labels/mr000059.npy
./mr_train/images/mr000060.npy,./mr_train/labels/mr000060.npy
./mr_train/images/mr000061.npy,./mr_train/labels/mr000061.npy
./mr_train/images/mr000062.npy,./mr_train/labels/mr000062.npy
./mr_train/images/mr000065.npy,./mr_train/labels/mr000065.npy
./mr_train/images/mr000066.npy,./mr_train/labels/mr000066.npy
./mr_train/images/mr000068.npy,./mr_train/labels/mr000068.npy
./mr_train/images/mr000070.npy,./mr_train/labels/mr000070.npy
./mr_train/images/mr000071.npy,./mr_train/labels/mr000071.npy
./mr_train/images/mr000072.npy,./mr_train/labels/mr000072.npy
./mr_train/images/mr000073.npy,./mr_train/labels/mr000073.npy
./mr_train/images/mr000075.npy,./mr_train/labels/mr000075.npy
